"","X","pid","age","gendermale","dispatch.Dispatch","qg12","qg10Yes","qg1001","qg901","qg702","qn4003Yes","qg401","qg406","qg15","qn10025","qn6011","qn6014","qn6018","qea0同居","qea0在婚","qea0未婚","qea0离婚","qp605.公费治疗","qp605.城镇居民","qp605.城镇治疗","qp605.新型农村","qp605.补充医疗","qu201Yes","qu202Yes","qu802","qu702","w01","kwa2_b_1不喜欢学校","kwa2_b_1学业成绩","kwa2_b_1经济困难","kwa2_b_1身体健康","qn203Yes","qn4001Yes","qn201_b_1","qn202"
"92","92","130059103",-16.9983026188167,1,0,-13545.6454545455,"0",32.5937888198758,-436.300899427637,-1127.9655596556,"0","4","4","0","7","10","8",-1.54353488638884,"0","0","1","0","0","0","0","1","0","1","0","5","5","5","0","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"93","93","130060102",8.00169738118332,0,0,-33745.6454545455,"0",-77.4062111801242,-276.300899427637,-1397.9655596556,"0","3","3","0","2","5","5",-0.70615983030267,"0","1","0","0","0","0","0","1","0","0","0","1","7","3","1","0","0","0","0","0",-2.15905779504614,-3.49129213483146
"94","94","130062102",6.00169738118332,1,0,-16545.6454545455,"0",-227.406211180124,-536.300899427637,-1127.9655596556,"0","3","3","0","0","10","10",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","5","7","3","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"95","95","130071432",-3.99830261881668,1,0,-18545.6454545455,"1",-297.406211180124,-386.300899427637,-1127.9655596556,"0","4","4","0","10","10","8",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","0","1","7","3","0","0","1","0","0","0",-0.159057795046139,-2.49129213483146
"96","96","130086101",8.00169738118332,1,0,-13545.6454545455,"0",-267.406211180124,-536.300899427637,-1227.9655596556,"0","3","3","0","5","6","10",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","5","3","4","0","0","1","0","0","0",0.840942204953861,0.50870786516854
"97","97","130088104",-8.99830261881668,1,0,-12545.6454545455,"0",-77.4062111801242,-236.300899427637,-1127.9655596556,"0","4","4","0","5","7","8",0.549902753826586,"0","1","0","0","1","0","0","0","0","1","0","5","7","5","0","0","0","0","0","0",-0.159057795046139,-0.49129213483146
"98","98","130092104",-11.9983026188167,1,0,-8545.64545454545,"0",26.5937888198758,-236.300899427637,-627.965559655597,"0","2","4","0","8","7","7",0.968590281869671,"0","0","1","0","0","0","1","0","0","1","1","3","4","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"99","99","130093102",17.0016973811833,1,0,-18545.6454545455,"0",-277.406211180124,-221.300899427637,-1267.9655596556,"0","4","4","0","10","0","0",-2.7995974705181,"0","1","0","0","0","0","0","1","0","0","0","1","1","3","0","0","1","0","0","0",4.84094220495386,2.50870786516854
"100","100","130096103",-7.99830261881668,1,0,35454.3545454545,"1",1622.59378881988,1563.69910057236,372.034440344403,"0","4","4","0","7","6","4",-0.70615983030267,"0","0","1","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"101","101","130099101",6.00169738118332,1,1,1454.35454545455,"0",-177.406211180124,-386.300899427637,-1127.9655596556,"0","4","4","0","8","5","8",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","0","1","7","5","0","0","1","0","0","0",-0.159057795046139,-4.49129213483146
"102","102","130115101",19.0016973811833,0,0,17454.3545454545,"1",22.5937888198758,-466.300899427637,-1227.9655596556,"1","4","4","0","5","7","7",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","4","3","7","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"103","103","130115102",16.0016973811833,1,0,17454.3545454545,"1",122.593788819876,-236.300899427637,-1127.9655596556,"1","4","4","0","3","7","7",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","3","7","0","0","0","0","0","0",-0.159057795046139,0.50870786516854
"104","104","130121103",-6.99830261881668,0,0,31454.3545454545,"1",322.593788819876,23.699100572363,-627.965559655597,"1","4","4","1","7","6","5",-1.12484735834576,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"105","105","130131101",10.0016973811833,1,0,47454.3545454545,"1",522.593788819876,-186.300899427637,-827.965559655597,"0","4","4","0","5","6","8",0.1312152257835,"0","1","0","0","0","0","0","0","0","1","1","4","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"106","106","130133102",-1.99830261881668,0,0,-18545.6454545455,"0",22.5937888198758,296.699100572363,-1377.9655596556,"0","4","4","0","6","6","7",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",2.84094220495386,-2.49129213483146
"107","107","130140101",2.00169738118332,0,0,-8545.64545454545,"1",-187.406211180124,463.699100572363,-627.965559655597,"0","4","4","0","5","7","8",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","1","0","0","0","0","0",4.84094220495386,2.50870786516854
"108","108","130140102",2.00169738118332,1,0,9454.35454545455,"1",-277.406211180124,-36.300899427637,-627.965559655597,"0","4","5","0","5","10","10",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","0","3","3","7","0","0","1","0","0","0",-0.159057795046139,2.50870786516854
"109","109","130152103",-5.99830261881668,1,0,1454.35454545455,"1",222.593788819876,-36.300899427637,-427.965559655596,"0","4","4","0","8","8","5",-0.287472302259585,"0","0","1","0","0","0","1","0","0","1","1","5","1","6","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"110","110","130153103",-9.99830261881668,1,0,-6545.64545454545,"1",-77.4062111801242,-236.300899427637,-1127.9655596556,"0","4","4","0","3","6","8",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","4","1","6","1","0","0","0","0","1",0.840942204953861,0.50870786516854
"111","111","130153601",-8.99830261881668,0,0,-31345.6454545455,"1",-177.406211180124,-186.300899427637,-1327.9655596556,"0","5","5","0","8","8","6",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","1","5","1","6","0","0","0","0","0","0",0.840942204953861,0.50870786516854
"112","112","130167104",-3.99830261881668,1,1,-3545.64545454545,"1",122.593788819876,-36.300899427637,-627.965559655597,"1","2","2","0","5","7","5",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","3","5","0","0","1","0","0","0",0.840942204953861,0.50870786516854
"113","113","130175102",-3.99830261881668,1,0,-12545.6454545455,"0",22.5937888198758,-196.300899427637,-1127.9655596556,"0","4","4","0","1","7","8",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","0","4","3","5","0","0","1","0","0","0",-2.15905779504614,-1.49129213483146
"114","114","130175103",-6.99830261881668,0,0,-18545.6454545455,"0",-297.406211180124,-308.300899427637,-1377.9655596556,"0","4","4","0","5","5","8",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","1","4","0","0","0","0","0","0",-2.15905779504614,-3.49129213483146
"115","115","130175551",-7.99830261881668,1,1,-40445.6454545455,"0",-277.406211180124,763.699100572363,-627.965559655597,"0","4","4","0","10","8","5",-0.70615983030267,"0","1","0","0","0","1","0","0","0","0","1","5","1","5","0","0","0","0","0","0",-0.159057795046139,-2.49129213483146
"116","116","130189101",7.00169738118332,0,0,-8545.64545454545,"1",-177.406211180124,63.699100572363,-427.965559655596,"0","4","4","0","8","6","7",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","0","3","2","6","1","0","0","0","0","0",4.84094220495386,-1.49129213483146
"117","117","130189102",13.0016973811833,1,0,11454.3545454545,"1",-177.406211180124,63.699100572363,-827.965559655597,"0","4","4","0","7","10","8",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","3","2","7","0","0","0","0","0","0",0.840942204953861,0.50870786516854
"118","118","130193103",-4.99830261881668,1,0,-8545.64545454545,"0",-177.406211180124,-186.300899427637,-1127.9655596556,"0","2","4","0","1","10","8",1.38727780991276,"0","0","1","0","0","1","0","0","0","1","0","4","7","5","0","0","0","0","0","0",0.840942204953861,0.50870786516854
"119","119","130195431",6.00169738118332,0,0,-25545.6454545455,"1",-277.406211180124,163.699100572363,-1027.9655596556,"0","2","4","0","10","3","8",-0.70615983030267,"0","0","0","1","0","0","1","0","0","1","1","5","1","5","0","0","0","0","0","1",-2.15905779504614,2.50870786516854
"120","120","130197101",11.0016973811833,0,0,-18545.6454545455,"0",-327.406211180124,-216.300899427637,-1427.9655596556,"0","4","4","0","8","5","6",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","1","5","0","0","0","0","0","0",-0.159057795046139,-4.49129213483146
"121","121","130197102",10.0016973811833,1,0,-10145.6454545455,"0",-177.406211180124,-236.300899427637,-1127.9655596556,"0","2","4","2","7","10","7",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","0","5","7","4","0","0","1","0","0","0",1.84094220495386,-2.49129213483146
"122","122","130197103",-15.9983026188167,1,0,-46545.6454545455,"1",-377.406211180124,-216.300899427637,-127.965559655597,"0","3","4","0","2","10","1",-2.38090994247501,"0","0","1","0","0","0","1","0","0","1","1","5","3","6","0","0","0","0","0","0",3.84094220495386,2.50870786516854
"123","123","130199101",31.0016973811833,0,0,-19505.6454545455,"0",-227.406211180124,-536.300899427637,-627.965559655597,"1","4","4","0","2","3","3",-1.12484735834576,"0","1","0","0","0","0","1","0","0","0","0","1","1","5","0","0","0","0","0","0",3.84094220495386,2.50870786516854
"124","124","130199103",6.00169738118332,0,1,1454.35454545455,"1",-77.4062111801242,-36.300899427637,-827.965559655597,"1","4","4","0","10","3","5",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","5","6","0","0","0","0","0","0",-1.15905779504614,0.50870786516854
"125","125","130199104",6.00169738118332,1,0,21454.3545454545,"0",-177.406211180124,-36.300899427637,372.034440344403,"0","2","4","0","5","9","6",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"126","126","130207102",3.00169738118332,1,0,9054.35454545455,"1",68.5937888198758,-236.300899427637,-627.965559655597,"1","5","4","0","7","6","9",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","7","7","0","0","0","0","0","1",-0.159057795046139,2.50870786516854
"127","127","130207108",-2.99830261881668,0,0,11454.3545454545,"0",-358.406211180124,-275.300899427637,-1427.9655596556,"0","4","4","1","8","5","5",0.1312152257835,"0","1","0","0","0","0","0","1","0","1","0","3","7","4","0","0","0","0","0","0",-2.15905779504614,-0.49129213483146
"128","128","130218431",-5.99830261881668,0,1,-23545.6454545455,"0",-227.406211180124,300.699100572363,-827.965559655597,"1","3","2","0","5","5","5",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","0","5","7","6","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"129","129","130220101",32.0016973811833,1,0,-32945.6454545455,"0",-277.406211180124,-286.300899427637,-1507.9655596556,"1","3","3","0","5","5","5",0.1312152257835,"0","1","0","0","0","0","0","1","0","0","0","1","7","4","0","0","0","0","0","0",4.84094220495386,-4.49129213483146
"130","130","130220104",-1.99830261881668,1,0,-3545.64545454545,"1",-77.4062111801242,-36.300899427637,-1127.9655596556,"0","4","4","0","4","7","3",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",0.840942204953861,1.50870786516854
"131","131","130223103",11.0016973811833,1,0,1454.35454545455,"0",-362.406211180124,-536.300899427637,-1127.9655596556,"0","4","4","0","7","9","7",0.549902753826586,"0","1","0","0","0","0","0","1","0","1","0","3","4","4","0","0","0","0","0","0",4.84094220495386,-1.49129213483146
"132","132","130223104",-12.9983026188167,1,0,-42545.6454545455,"1",-177.406211180124,63.699100572363,-1327.9655596556,"1","5","5","0","6","5","7",-0.70615983030267,"0","0","1","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",0.840942204953861,-1.49129213483146
"133","133","130227103",9.00169738118332,1,0,-30545.6454545455,"1",-177.406211180124,-36.300899427637,-127.965559655597,"0","2","4","0","4","9","7",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","0","4","2","4","0","0","0","0","0","0",4.84094220495386,-2.49129213483146
"134","134","130231101",16.0016973811833,0,0,-26345.6454545455,"0",-277.406211180124,-269.300899427637,-1427.9655596556,"0","3","5","0","4","6","5",-1.12484735834576,"0","1","0","0","0","0","0","1","0","0","0","3","1","4","0","0","1","0","0","0",4.84094220495386,0.50870786516854
"135","135","130231102",-9.99830261881668,1,0,-12545.6454545455,"0",222.593788819876,163.699100572363,-1127.9655596556,"0","4","4","0","5","6","6",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",1.84094220495386,2.50870786516854
"136","136","130235101",1.00169738118332,1,0,71454.3545454546,"1",-77.4062111801242,1463.69910057236,-1127.9655596556,"1","4","4","0","6","5","7",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","1","8","0","0","0","0","0","0",-1.15905779504614,0.50870786516854
"137","137","130235102",27.0016973811833,1,0,-13545.6454545455,"0",-127.406211180124,-236.300899427637,-1127.9655596556,"1","4","3","0","5","6","6",0.549902753826586,"0","1","0","0","0","0","1","0","0","0","0","1","1","5","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"138","138","130235431",-1.99830261881668,0,0,51454.3545454545,"1",22.5937888198758,463.699100572363,3372.0344403444,"1","4","5","0","6","5","6",-1.12484735834576,"0","1","0","0","0","0","1","0","0","1","1","5","3","8","0","0","0","0","0","1",-0.159057795046139,0.50870786516854
"139","139","130254102",23.0016973811833,1,0,11454.3545454545,"1",222.593788819876,163.699100572363,1372.0344403444,"1","4","4","0","5","8","8",0.549902753826586,"0","1","0","0","1","0","0","0","0","1","0","3","7","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"140","140","130254103",-3.99830261881668,0,0,11454.3545454545,"0",322.593788819876,263.699100572363,-627.965559655597,"1","4","4","0","4","9","8",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","1","4","2","7","0","0","0","0","0","1",-0.159057795046139,-1.49129213483146
"141","141","130255103",-1.99830261881668,0,0,7654.35454545455,"0",122.593788819876,-116.300899427637,-1127.9655596556,"1","3","4","0","5","8","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"142","142","130268103",-5.99830261881668,0,0,91454.3545454546,"1",1022.59378881988,163.699100572363,-927.965559655597,"0","4","4","0","6","8","8",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","1","8","0","0","0","0","0","0",0.840942204953861,-1.49129213483146
"143","143","130281103",-6.99830261881668,1,1,11454.3545454545,"0",-17.4062111801242,-236.300899427637,372.034440344403,"0","4","4","1","5","7","5",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"144","144","130281104",-8.99830261881668,0,0,51454.3545454545,"0",22.5937888198758,-291.300899427637,-427.965559655596,"0","4","4","0","1","9","8",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","1","0",-2.15905779504614,-2.49129213483146
"145","145","130295102",-4.99830261881668,1,0,-8545.64545454545,"1",-357.406211180124,-78.300899427637,-127.965559655597,"1","2","4","0","6","9","7",-0.287472302259585,"0","1","0","0","1","0","0","0","0","1","0","4","2","5","0","0","1","0","0","0",2.84094220495386,0.50870786516854
"146","146","130297101",5.00169738118332,0,1,-145.645454545454,"1",-77.4062111801242,-336.300899427637,-1427.9655596556,"0","3","4","0","3","5","6",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"147","147","130311106",-5.99830261881668,0,1,-19345.6454545455,"1",462.593788819876,-276.300899427637,-827.965559655597,"0","4","4","0","6","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","1","5","1","7","0","0","1","0","0","0",0.840942204953861,-4.49129213483146
"148","148","130312104",-11.9983026188167,1,0,1454.35454545455,"1",-237.406211180124,163.699100572363,372.034440344403,"0","4","2","1","3","10","10",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","1","0","0","0","0","0",4.84094220495386,2.50870786516854
"149","149","130312551",-10.9983026188167,0,0,-18545.6454545455,"1",-177.406211180124,-236.300899427637,-127.965559655597,"0","4","4","0","6","5","5",-0.287472302259585,"0","1","0","0","0","0","0","0","0","1","1","3","1","7","0","0","0","0","0","0",-0.159057795046139,-2.49129213483146
"150","150","130315103",-11.9983026188167,1,1,-12545.6454545455,"0",-377.406211180124,-386.300899427637,-1397.9655596556,"0","3","3","0","5","5","10",-0.70615983030267,"0","1","0","0","0","0","0","1","0","0","0","3","7","4","0","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"151","151","130319104",-8.99830261881668,1,1,-23545.6454545455,"0",12.5937888198758,-291.300899427637,-627.965559655597,"0","4","4","0","7","3","7",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","1","8","0","0","0","0","0","0",0.840942204953861,2.50870786516854
"152","152","130319553",-8.99830261881668,0,0,1454.35454545455,"1",-77.4062111801242,263.699100572363,-827.965559655597,"1","5","5","0","7","5","5",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"153","153","130324105",-11.9983026188167,0,0,-35345.6454545455,"1",-377.406211180124,-36.300899427637,372.034440344403,"0","1","4","0","5","5","8",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"154","154","130325103",-5.99830261881668,1,0,26454.3545454545,"1",-77.4062111801242,263.699100572363,-627.965559655597,"0","2","2","1","3","10","8",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","1","0","0","0","0","0",-2.15905779504614,-1.49129213483146
"155","155","130325104",-8.99830261881668,1,0,-43545.6454545455,"1",-229.406211180124,-40.300899427637,-1327.9655596556,"0","4","4","0","5","8","7",1.38727780991276,"0","0","1","0","1","0","0","0","0","1","1","3","1","8","0","0","0","0","0","0",-0.159057795046139,-3.49129213483146
"156","156","130368431",2.00169738118332,1,0,251454.354545455,"1",22.5937888198758,1463.69910057236,-1327.9655596556,"0","4","4","0","7","7","7",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","1","0",-0.159057795046139,2.50870786516854
"157","157","130381105",5.00169738118332,1,0,1454.35454545455,"0",-77.4062111801242,-336.300899427637,-927.965559655597,"0","2","2","0","3","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","0","5","7","4","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"158","158","130382102",28.0016973811833,1,0,-4545.64545454545,"0",122.593788819876,-526.300899427637,-1227.9655596556,"1","4","4","0","3","10","10",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","0","1","1","5","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"159","159","130385101",-1.99830261881668,1,0,-26545.6454545455,"0",122.593788819876,-266.300899427637,-927.965559655597,"0","3","4","0","4","10","10",1.38727780991276,"0","0","1","0","0","0","0","0","0","1","0","5","1","3","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"160","160","130391105",-9.99830261881668,1,0,-8545.64545454545,"0",-237.406211180124,63.699100572363,-1227.9655596556,"0","3","3","1","0","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","1","5","1","4","1","0","0","0","0","0",4.84094220495386,2.50870786516854
